review_id,product_id,date,rating,text,review_order,sentence_count,word_count,overall_text_sentiment,mean_aspect_sentiment,aspects_mentioned_count,focal_battery,focal_camera,focal_display,focal_performance,focal_build_quality,focal_price_value,focal_software,rating_normalized,prior_review_count,prior_rating_mean,prior_rating_variance,mean_env_dissonance,aged_dissonance,aged_signed_gap,prior_env_battery,prior_vol_battery,mismatch_battery,dissonance_battery,prior_env_camera,prior_vol_camera,mismatch_camera,dissonance_camera,prior_env_display,prior_vol_display,mismatch_display,dissonance_display,prior_env_performance,prior_vol_performance,mismatch_performance,dissonance_performance,prior_env_build_quality,prior_vol_build_quality,mismatch_build_quality,dissonance_build_quality,prior_env_price_value,prior_vol_price_value,mismatch_price_value,dissonance_price_value,prior_env_software,prior_vol_software,mismatch_software,dissonance_software,has_prior_history
rev_PROD-ALPHA-100_045,PROD-ALPHA-100,2025-03-08 21:00:00,3.0,"Terrible stuttering in the UI, feels slow and unoptimized. Video recording stutters and the autofocus hunts constantly.",45,2,17,-0.7506,-0.45485,2,,-0.25,,,,,-0.6597,0.0,44,3.6363636363636362,2.329809725158561,0.9375079710144927,0.45485,0.45485,0.41224736842105253,19,,,0.492182608695652,23,-0.742182608695652,0.742182608695652,0.34235645161290323,31,,,0.08462500000000002,20,,,0.57775,4,,,0.3166136363636363,22,,,0.47313333333333335,6,-1.1328333333333334,1.1328333333333334,True
rev_PROD-ALPHA-100_046,PROD-ALPHA-100,2025-03-10 21:00:00,2.0,"Washed out colors and poor viewing angles. Fluid UI animations, the chipset stays completely cool.",46,2,15,0.4005,0.30756666666666665,3,,,-0.4767,0.6997,,,0.6997,-0.5,45,3.6222222222222222,2.285858585858586,0.6075104838709677,0.8075666666666667,-0.8075666666666667,0.41224736842105253,19,,,0.46125833333333316,24,,,0.34235645161290323,31,-0.8190564516129033,0.8190564516129033,0.08462500000000002,20,0.6150749999999999,0.6150749999999999,0.57775,4,,,0.3166136363636363,22,,,0.3113,7,0.38839999999999997,0.38839999999999997,True
rev_PROD-ALPHA-100_047,PROD-ALPHA-100,2025-03-12 21:00:00,3.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Cheap plastic feel does not justify this premium cost.",47,2,18,0.8546,0.6421333333333333,3,,,0.6124,,0.657,0.657,,0.0,46,3.5869565217391304,2.2922705314009666,0.23842514204545462,0.6421333333333333,-0.6421333333333333,0.41224736842105253,19,,,0.46125833333333316,24,,,0.3167609375,32,0.29563906250000005,0.29563906250000005,0.11391428571428573,21,,,0.57775,4,0.07925000000000004,0.07925000000000004,0.3166136363636363,22,0.3403863636363637,0.3403863636363637,0.35985,8,,,True
rev_PROD-ALPHA-100_048,PROD-ALPHA-100,2025-03-13 11:00:00,5.0,Performance is blazing fast with zero lag during heavy gaming. Affordable budget device with flagship-grade features.,48,2,16,0.0772,0.0386,2,,,,0.0772,,0.0,,1.0,47,3.574468085106383,2.249768732654949,0.18406366459627327,0.9614,0.9614,0.41224736842105253,19,,,0.46125833333333316,24,,,0.325719696969697,33,,,0.11391428571428573,21,-0.03671428571428573,0.03671428571428573,0.5936,5,,,0.33141304347826084,23,-0.33141304347826084,0.33141304347826084,0.35985,8,,,True
rev_PROD-ALPHA-100_049,PROD-ALPHA-100,2025-03-15 04:00:00,2.0,Washed out colors and poor viewing angles. Affordable budget device with flagship-grade features.,49,2,13,-0.4767,-0.23835,2,,,-0.4767,,,0.0,,-0.5,48,3.6041666666666665,2.2442375886524815,0.5600119318181819,0.26165,-0.26165,0.41224736842105253,19,,,0.46125833333333316,24,,,0.325719696969697,33,-0.8024196969696971,0.8024196969696971,0.11224545454545455,22,,,0.5936,5,,,0.31760416666666663,24,-0.31760416666666663,0.31760416666666663,0.35985,8,,,True
rev_PROD-ALPHA-100_050,PROD-ALPHA-100,2025-03-16 14:00:00,1.0,"Camera photos look washed out and blurry in low light. Terrible stuttering in the UI, feels slow and unoptimized. Outdoor brightness is incredible, easily readable in direct sunlight.",50,3,28,-0.6705,-0.22406666666666664,3,,-0.6249,0.6124,,,,-0.6597,-1.0,49,3.5714285714285716,2.25,0.8053297385620913,0.7759333333333334,-0.7759333333333334,0.41224736842105253,19,,,0.46125833333333316,24,-1.0861583333333331,1.0861583333333331,0.3021191176470589,34,0.31028088235294116,0.31028088235294116,0.11224545454545455,22,,,0.5936,5,,,0.3049,25,,,0.35985,8,-1.01955,1.01955,True
rev_PROD-ALPHA-100_051,PROD-ALPHA-100,2025-03-17 11:00:00,2.0,"Camera photos look washed out and blurry in low light. Worth every single penny spent on this purchase. The battery life is stellar, easily lasting two full days on a single charge.",51,3,32,0.4588,0.11216666666666665,3,0.7351,-0.6249,,,,0.2263,,-0.5,50,3.52,2.3363265306122454,0.4813882105263158,0.6121666666666666,-0.6121666666666666,0.41224736842105253,19,0.32285263157894745,0.32285263157894745,0.41781199999999985,25,-1.0427119999999999,1.0427119999999999,0.31098428571428577,35,,,0.11224545454545455,22,,,0.5936,5,,,0.3049,25,-0.0786,0.0786,0.24656666666666668,9,,,True
rev_PROD-ALPHA-100_052,PROD-ALPHA-100,2025-03-18 19:00:00,1.0,Noticeable lag when switching apps and intense thermal throttling. Unbelievable value for money at this price point.,52,2,17,-0.4939,-0.12835000000000002,2,,,,-0.7506,,0.4939,,-1.0,51,3.4901960784313726,2.334901960784314,0.5274342657342658,0.87165,-0.87165,0.42838999999999994,20,,,0.37770769230769213,26,,,0.31098428571428577,35,,,0.11224545454545455,22,-0.8628454545454546,0.8628454545454546,0.5936,5,,,0.30187692307692304,26,0.19202307692307696,0.19202307692307696,0.24656666666666668,9,,,True
rev_PROD-ALPHA-100_053,PROD-ALPHA-100,2025-03-20 04:00:00,2.0,Camera photos look washed out and blurry in low light. Performance is blazing fast with zero lag during heavy gaming.,53,2,20,-0.5859,-0.27385,2,,-0.6249,,0.0772,,,,-0.5,52,3.4423076923076925,2.4083710407239822,0.5025386287625417,0.22615000000000002,-0.22615000000000002,0.42838999999999994,20,,,0.37770769230769213,26,-1.002607692307692,1.002607692307692,0.31098428571428577,35,,,0.07473043478260871,23,0.0024695652173912924,0.0024695652173912924,0.5936,5,,,0.3089888888888889,27,,,0.24656666666666668,9,,,True
rev_PROD-ALPHA-100_054,PROD-ALPHA-100,2025-03-20 18:00:00,5.0,"Worth every single penny spent on this purchase. Outdoor brightness is incredible, easily readable in direct sunlight. Portrait lens creates a gorgeous creamy bokeh effect.",54,3,25,0.891,0.5098333333333332,3,,0.6908,0.6124,,,0.2263,,1.0,53,3.4150943396226414,2.4013062409288817,0.24477684303350974,0.49016666666666675,0.49016666666666675,0.42838999999999994,20,,,0.3405740740740739,27,0.35022592592592605,0.35022592592592605,0.31098428571428577,35,0.3014157142857143,0.3014157142857143,0.07483333333333335,24,,,0.5936,5,,,0.3089888888888889,27,-0.08268888888888892,0.08268888888888892,0.24656666666666668,9,,,True
rev_PROD-ALPHA-100_055,PROD-ALPHA-100,2025-03-21 10:00:00,2.0,"Snappy multitasking, apps stay open in RAM with no stutters. Bezels are razor-thin with beautiful HDR contrast. Battery drain is horrific, it loses 20% in an hour on standby.",55,3,29,-0.6249,-0.058433333333333316,3,-0.8519,,0.5994,0.0772,,,,-0.5,54,3.4444444444444446,2.402515723270441,0.5208999074074073,0.44156666666666666,-0.44156666666666666,0.42838999999999994,20,-1.28029,1.28029,0.3530821428571427,28,,,0.3193569444444445,36,0.28004305555555553,0.28004305555555553,0.07483333333333335,24,0.002366666666666656,0.002366666666666656,0.5936,5,,,0.3060357142857143,28,,,0.24656666666666668,9,,,True
rev_PROD-ALPHA-100_056,PROD-ALPHA-100,2025-03-22 20:00:00,1.0,Screen scratches way too easily and refresh rate drops to 60Hz randomly. The camera captures crisp details and punchy natural colors.,56,2,21,0.8779,0.58355,3,,0.8271,0.58355,,0.34,,,-1.0,55,3.418181818181818,2.395959595959596,0.32808072715572717,1.58355,-1.58355,0.3674238095238095,21,,,0.3530821428571427,28,0.47401785714285727,0.47401785714285727,0.3269256756756757,37,0.2566243243243243,0.2566243243243243,0.07492800000000001,25,,,0.5936,5,-0.2536,0.2536,0.3060357142857143,28,,,0.24656666666666668,9,,,True
rev_PROD-ALPHA-100_057,PROD-ALPHA-100,2025-03-23 11:00:00,3.0,Performance is blazing fast with zero lag during heavy gaming. The shutter lag makes it impossible to capture moving kids or pets.,57,2,22,-0.4939,-0.23255,1,,,,-0.23255,,,,0.0,56,3.375,2.456818181818182,0.30747800000000003,0.23255,0.23255,0.3674238095238095,21,,,0.36942758620689636,29,,,0.33367894736842113,38,,,0.07492800000000001,25,-0.30747800000000003,0.30747800000000003,0.5513333333333333,6,,,0.3060357142857143,28,,,0.24656666666666668,9,,,True
rev_PROD-ALPHA-100_058,PROD-ALPHA-100,2025-03-24 22:00:00,2.0,"Severe battery draining issue after the latest firmware patch. The camera captures crisp details and punchy natural colors. Fluid UI animations, the chipset stays completely cool.",58,3,26,0.8122,0.46534,5,-0.7269,0.8271,0.8271,0.6997,,,0.6997,-0.5,57,3.3684210526315788,2.4154135338345872,0.6270297372409804,0.96534,-0.96534,0.3674238095238095,21,-1.0943238095238095,1.0943238095238095,0.36942758620689636,29,0.4576724137931036,0.4576724137931036,0.33367894736842113,38,0.4934210526315788,0.4934210526315788,0.06310192307692308,26,0.6365980769230769,0.6365980769230769,0.5513333333333333,6,,,0.3060357142857143,28,,,0.24656666666666668,9,0.4531333333333333,0.4531333333333333,True
rev_PROD-ALPHA-100_059,PROD-ALPHA-100,2025-03-26 10:00:00,3.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Poor value proposition compared to competing devices.",59,2,16,0.5106,0.21725000000000003,2,,,0.6124,,,-0.1779,,0.0,58,3.3448275862068964,2.4053236539624927,0.37500247252747254,0.21725000000000003,-0.21725000000000003,0.3176818181818181,22,,,0.38468333333333316,30,,,0.3463307692307693,39,0.2660692307692308,0.2660692307692308,0.08667962962962962,27,,,0.5513333333333333,6,,,0.3060357142857143,28,-0.4839357142857143,0.4839357142857143,0.29188000000000003,10,,,True
rev_PROD-ALPHA-100_060,PROD-ALPHA-100,2025-03-28 06:00:00,3.0,The phone overheats during basic navigation and gaming drops fps. The shutter lag makes it impossible to capture moving kids or pets.,60,2,22,-0.5423,-0.27115,1,,,,-0.27115,,,,0.0,59,3.3389830508474576,2.365867913500877,0.3578296296296296,0.27115,0.27115,0.3176818181818181,22,,,0.38468333333333316,30,,,0.3529825000000001,40,,,0.08667962962962962,27,-0.3578296296296296,0.3578296296296296,0.5513333333333333,6,,,0.289348275862069,29,,,0.29188000000000003,10,,,True
rev_PROD-BETA-200_001,PROD-BETA-200,2025-01-16 07:00:00,5.0,"Terrible stuttering in the UI, feels slow and unoptimized. Night mode is magical, crisp photos even in dim lighting.",1,2,19,-0.296,-0.08289999999999997,2,,0.4939,,,,,-0.6597,1.0,0,,,,1.0829,1.0829,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,False
rev_PROD-BETA-200_002,PROD-BETA-200,2025-01-18 02:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Snappy multitasking, apps stay open in RAM with no stutters.",2,2,22,0.6249,0.33155,2,0.5859,,,0.0772,,,,1.0,1,5.0,0.0,,0.66845,0.66845,,0,,,0.4939,1,,,,0,,,,0,,,,0,,,,0,,,-0.6597,1,,,True
rev_PROD-BETA-200_003,PROD-BETA-200,2025-01-19 08:00:00,5.0,"Night mode is magical, crisp photos even in dim lighting. Snappy multitasking, apps stay open in RAM with no stutters. Unbelievable value for money at this price point.",3,3,28,0.7717,0.355,3,,0.4939,,0.0772,,0.4939,,1.0,2,5.0,0.0,0.0,0.645,0.645,0.5859,1,,,0.4939,1,0.0,0.0,,0,,,0.0772,1,0.0,0.0,,0,,,,0,,,-0.6597,1,,,True
rev_PROD-BETA-200_004,PROD-BETA-200,2025-01-20 20:00:00,5.0,"Cheap plastic feel does not justify this premium cost. The battery life is stellar, easily lasting two full days on a single charge.",4,2,23,0.8904,0.6830333333333334,3,0.7351,,,,0.657,0.657,,1.0,3,5.0,0.0,0.15615,0.3169666666666666,0.3169666666666666,0.5859,1,0.1492,0.1492,0.4939,2,,,,0,,,0.0772,2,,,,0,,,0.4939,1,0.16310000000000002,0.16310000000000002,-0.6597,1,,,True
rev_PROD-BETA-200_005,PROD-BETA-200,2025-01-22 19:00:00,5.0,"The battery life is stellar, easily lasting two full days on a single charge. The camera captures crisp details and punchy natural colors.",5,2,23,0.9313,0.7964333333333332,3,0.7351,0.8271,0.8271,,,,,1.0,4,5.0,0.0,0.20389999999999997,0.20356666666666678,0.20356666666666678,0.6605,2,0.0746,0.0746,0.4939,2,0.33319999999999994,0.33319999999999994,,0,,,0.0772,2,,,0.657,1,,,0.57545,2,,,-0.6597,1,,,True
rev_PROD-BETA-200_006,PROD-BETA-200,2025-01-23 09:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Portrait lens creates a gorgeous creamy bokeh effect. Terrible stuttering in the UI, feels slow and unoptimized.",6,3,29,0.6249,0.20566666666666666,3,0.5859,0.6908,,,,,-0.6597,1.0,5,5.0,0.0,0.061766666666666636,0.7943333333333333,0.7943333333333333,0.6853666666666666,3,-0.09946666666666659,0.09946666666666659,0.6049666666666667,3,0.08583333333333332,0.08583333333333332,0.8271,1,,,0.0772,2,,,0.657,1,,,0.57545,2,,,-0.6597,1,0.0,0.0,True
rev_PROD-BETA-200_007,PROD-BETA-200,2025-01-23 22:00:00,5.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Charging is blazing fast with 65W, 0 to 80% in 25 minutes.",7,2,21,0.8316,0.5991500000000001,2,0.5859,,0.6124,,,,,1.0,6,5.0,0.0,0.14464999999999995,0.40084999999999993,0.40084999999999993,0.6605,4,-0.0746,0.0746,0.626425,4,,,0.8271,1,-0.2146999999999999,0.2146999999999999,0.0772,2,,,0.657,1,,,0.57545,2,,,-0.6597,2,,,True
rev_PROD-BETA-200_008,PROD-BETA-200,2025-01-25 05:00:00,5.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Video recording stutters and the autofocus hunts constantly.",8,2,20,0.4215,0.16795,2,0.5859,-0.25,,,,,,1.0,7,5.0,0.0,0.46805250000000004,0.83205,0.83205,0.64558,5,-0.059680000000000066,0.059680000000000066,0.626425,4,-0.876425,0.876425,0.71975,2,,,0.0772,2,,,0.657,1,,,0.57545,2,,,-0.6597,2,,,True
rev_PROD-BETA-200_009,PROD-BETA-200,2025-01-25 18:00:00,5.0,"The 120Hz AMOLED display is silky smooth and vibrant. Snappy multitasking, apps stay open in RAM with no stutters.",9,2,19,0.5719,0.41432499999999994,2,,,0.5267,0.30195,,,,1.0,8,5.0,0.0,0.20890000000000003,0.5856750000000001,0.5856750000000001,0.6356333333333334,6,,,0.45114,5,,,0.71975,2,-0.19305000000000005,0.19305000000000005,0.0772,2,0.22475,0.22475,0.657,1,,,0.57545,2,,,-0.6597,2,,,True
rev_PROD-BETA-200_010,PROD-BETA-200,2025-01-26 00:00:00,4.0,"Terrible stuttering in the UI, feels slow and unoptimized. The charger gets alarmingly warm and the phone dies by afternoon. Night mode is magical, crisp photos even in dim lighting.",10,3,30,-0.5994,-0.24239999999999998,4,-0.4019,0.4939,,-0.4019,,,-0.6597,0.5,9,5.0,0.0,0.40857750000000004,0.7424,0.7424,0.6356333333333334,6,-1.0375333333333334,1.0375333333333334,0.45114,5,0.04276000000000002,0.04276000000000002,0.6554,3,,,0.15211666666666668,3,-0.5540166666666666,0.5540166666666666,0.657,1,,,0.57545,2,,,-0.6597,2,0.0,0.0,True
rev_PROD-BETA-200_011,PROD-BETA-200,2025-01-26 17:00:00,5.0,"Worth every single penny spent on this purchase. Snappy multitasking, apps stay open in RAM with no stutters. Camera photos look washed out and blurry in low light.",11,3,28,-0.4404,-0.10713333333333332,3,,-0.6249,,0.0772,,0.2263,,1.0,10,4.9,0.10000000000000063,0.4986347222222222,1.1071333333333333,1.1071333333333333,0.48741428571428574,7,,,0.45826666666666666,6,-1.0831666666666666,1.0831666666666666,0.6554,3,,,0.013612500000000013,4,0.06358749999999999,0.06358749999999999,0.657,1,,,0.57545,2,-0.34915,0.34915,-0.6597,3,,,True
rev_PROD-BETA-200_012,PROD-BETA-200,2025-01-27 16:00:00,5.0,"Night mode is magical, crisp photos even in dim lighting. Snappy multitasking, apps stay open in RAM with no stutters. Display has an annoying green tint at low brightness levels.",12,3,30,0.3182,0.0917,3,,0.4939,-0.296,0.0772,,,,1.0,11,4.909090909090909,0.09090909090909349,0.3975471428571429,0.9083,0.9083,0.48741428571428574,7,,,0.3035285714285714,7,0.19037142857142858,0.19037142857142858,0.6554,3,-0.9514,0.9514,0.02633000000000001,5,0.05087,0.05087,0.657,1,,,0.4590666666666667,3,,,-0.6597,3,,,True
rev_PROD-BETA-200_013,PROD-BETA-200,2025-01-29 05:00:00,5.0,Bezels are razor-thin with beautiful HDR contrast. Affordable budget device with flagship-grade features.,13,2,13,0.5994,0.2997,2,,,0.5994,,,0.0,,1.0,12,4.916666666666667,0.08333333333333505,0.3204583333333334,0.7002999999999999,0.7002999999999999,0.48741428571428574,7,,,0.327325,8,,,0.41755,4,0.18185000000000007,0.18185000000000007,0.03480833333333334,6,,,0.657,1,,,0.4590666666666667,3,-0.4590666666666667,0.4590666666666667,-0.6597,3,,,True
rev_PROD-BETA-200_014,PROD-BETA-200,2025-01-30 22:00:00,5.0,Worth every single penny spent on this purchase. Portrait lens creates a gorgeous creamy bokeh effect.,14,2,16,0.765,0.45855,2,,0.6908,,,,0.2263,,1.0,13,4.923076923076923,0.07692307692307547,0.2407375,0.54145,0.54145,0.48741428571428574,7,,,0.327325,8,0.363475,0.363475,0.45392,5,,,0.03480833333333334,6,,,0.657,1,,,0.3443,4,-0.118,0.118,-0.6597,3,,,True
rev_PROD-BETA-200_015,PROD-BETA-200,2025-01-31 19:00:00,5.0,"Performance is blazing fast with zero lag during heavy gaming. Unbelievable value for money at this price point. Excellent battery backup, 8 hours of screen-on-time easily.",15,3,26,0.8625,0.5062249999999999,4,0.7269,,0.7269,0.0772,,0.4939,,1.0,14,4.928571428571429,0.07142857142857267,0.18201434523809526,0.4937750000000001,0.4937750000000001,0.48741428571428574,7,0.23948571428571425,0.23948571428571425,0.3677111111111111,9,,,0.45392,5,0.27298,0.27298,0.03480833333333334,6,0.04239166666666667,0.04239166666666667,0.657,1,,,0.3207,5,0.17320000000000002,0.17320000000000002,-0.6597,3,,,True
rev_PROD-BETA-200_016,PROD-BETA-200,2025-02-02 00:00:00,5.0,"Poor value proposition compared to competing devices. Bezels are razor-thin with beautiful HDR contrast. Night mode is magical, crisp photos even in dim lighting.",16,3,24,0.7506,0.3051333333333334,3,,0.4939,0.5994,,,-0.1779,,1.0,15,4.933333333333334,0.06666666666666694,0.25121296296296297,0.6948666666666665,0.6948666666666665,0.51735,8,,,0.3677111111111111,9,0.1261888888888889,0.1261888888888889,0.4994166666666667,6,0.09998333333333337,0.09998333333333337,0.04086428571428572,7,,,0.657,1,,,0.34956666666666664,6,-0.5274666666666666,0.5274666666666666,-0.6597,3,,,True
rev_PROD-BETA-200_017,PROD-BETA-200,2025-02-02 22:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. Portrait lens creates a gorgeous creamy bokeh effect.",17,2,16,0.8957,0.7148666666666667,3,0.7269,0.6908,0.7269,,,,,1.0,16,4.9375,0.0625,0.24440666666666666,0.28513333333333335,0.28513333333333335,0.51735,8,0.20955000000000001,0.20955000000000001,0.38032999999999995,10,0.31047,0.31047,0.5137,7,0.21319999999999995,0.21319999999999995,0.04086428571428572,7,,,0.657,1,,,0.2742142857142857,7,,,-0.6597,3,,,True
rev_PROD-BETA-200_018,PROD-BETA-200,2025-02-03 15:00:00,5.0,"Portrait lens creates a gorgeous creamy bokeh effect. Terrible stuttering in the UI, feels slow and unoptimized.",18,2,17,0.0772,0.015550000000000008,2,,0.6908,,,,,-0.6597,1.0,17,4.9411764705882355,0.0588235294117645,0.1411227272727273,0.98445,0.98445,0.5406333333333333,9,,,0.4085545454545454,11,0.2822454545454546,0.2822454545454546,0.54035,8,,,0.04086428571428572,7,,,0.657,1,,,0.2742142857142857,7,,,-0.6597,3,0.0,0.0,True
rev_PROD-BETA-200_019,PROD-BETA-200,2025-02-05 11:00:00,5.0,"The battery life is stellar, easily lasting two full days on a single charge. Portrait lens creates a gorgeous creamy bokeh effect. Snappy multitasking, apps stay open in RAM with no stutters.",19,3,32,0.9042,0.5010333333333333,3,0.7351,0.6908,,0.0772,,,,1.0,18,4.944444444444445,0.0555555555555563,0.16317579365079365,0.49896666666666667,0.49896666666666667,0.5406333333333333,9,0.19446666666666668,0.19446666666666668,0.432075,12,0.258725,0.258725,0.54035,8,,,0.04086428571428572,7,0.036335714285714284,0.036335714285714284,0.657,1,,,0.2742142857142857,7,,,-0.6597,4,,,True
rev_PROD-BETA-200_020,PROD-BETA-200,2025-02-05 19:00:00,5.0,"Unbelievable value for money at this price point. Outdoor brightness is incredible, easily readable in direct sunlight.",20,2,17,0.802,0.55315,2,,,0.6124,,,0.4939,,1.0,19,4.947368421052632,0.05263157894736992,0.1458678571428572,0.44684999999999997,0.44684999999999997,0.5600799999999999,10,,,0.4519769230769231,13,,,0.54035,8,0.07205000000000006,0.07205000000000006,0.04540625,8,,,0.657,1,,,0.2742142857142857,7,0.21968571428571432,0.21968571428571432,-0.6597,4,,,True
rev_PROD-BETA-200_021,PROD-BETA-200,2025-02-06 07:00:00,2.0,Cheap plastic feel does not justify this premium cost. Display has an annoying green tint at low brightness levels.,21,2,19,0.4897,0.3393333333333333,3,,,-0.296,,0.657,0.657,,-0.5,20,4.95,0.0499999999999994,0.39989351851851856,0.8393333333333333,-0.8393333333333333,0.5600799999999999,10,,,0.4519769230769231,13,,,0.5483555555555556,9,-0.8443555555555555,0.8443555555555555,0.04540625,8,,,0.657,1,0.0,0.0,0.301675,8,0.355325,0.355325,-0.6597,4,,,True
rev_PROD-BETA-200_022,PROD-BETA-200,2025-02-07 19:00:00,1.0,Severe battery draining issue after the latest firmware patch. Performance is blazing fast with zero lag during heavy gaming.,22,2,19,-0.7003,-0.32484999999999997,2,-0.7269,,,0.0772,,,,-1.0,21,4.809523809523809,0.46190476190476204,0.6593868749999999,0.67515,-0.67515,0.5600799999999999,10,-1.2869799999999998,1.2869799999999998,0.4519769230769231,13,,,0.46392,10,,,0.04540625,8,0.03179375,0.03179375,0.657,2,,,0.3411555555555556,9,,,-0.6597,4,,,True
rev_PROD-BETA-200_023,PROD-BETA-200,2025-02-08 10:00:00,2.0,"Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Portrait lens creates a gorgeous creamy bokeh effect. Poor value proposition compared to competing devices.",23,3,27,0.8316,0.3662666666666667,3,0.5859,0.6908,,,,-0.1779,,-0.5,22,4.636363636363637,1.0995670995670983,0.30023227143227144,0.8662666666666667,-0.8662666666666667,0.4430818181818182,11,0.1428181818181818,0.1428181818181818,0.4519769230769231,13,0.23882307692307686,0.23882307692307686,0.46392,10,,,0.04893888888888889,9,,,0.657,2,,,0.3411555555555556,9,-0.5190555555555556,0.5190555555555556,-0.6597,4,,,True
rev_PROD-BETA-200_024,PROD-BETA-200,2025-02-09 20:00:00,3.0,"The 120Hz AMOLED display is silky smooth and vibrant. Fluid UI animations, the chipset stays completely cool. Camera photos look washed out and blurry in low light.",24,3,27,0.624,0.303675,4,,-0.6249,0.5267,0.6132,,,0.6997,0.0,23,4.521739130434782,1.3517786561264828,0.7700942063492063,0.303675,-0.303675,0.4549833333333333,12,,,0.46903571428571433,14,-1.0939357142857142,1.0939357142857142,0.46392,10,0.06277999999999995,0.06277999999999995,0.04893888888888889,9,0.5642611111111111,0.5642611111111111,0.657,2,,,0.28925,10,,,-0.6597,4,1.3594,1.3594,True
rev_PROD-BETA-200_025,PROD-BETA-200,2025-02-10 15:00:00,2.0,"Battery drain is horrific, it loses 20% in an hour on standby. The shutter lag makes it impossible to capture moving kids or pets. Poor value proposition compared to competing devices.",25,3,31,-0.926,-0.5240333333333334,3,-0.8519,,,-0.5423,,-0.1779,,-0.5,24,4.458333333333333,1.3894927536231876,0.8072327777777778,0.02403333333333335,0.02403333333333335,0.4549833333333333,12,-1.3068833333333334,1.3068833333333334,0.39610666666666666,15,,,0.4696272727272727,11,,,0.105365,10,-0.647665,0.647665,0.657,2,,,0.28925,10,-0.46715,0.46715,-0.38781999999999994,5,,,True
rev_PROD-BETA-200_026,PROD-BETA-200,2025-02-11 15:00:00,4.0,Portrait lens creates a gorgeous creamy bokeh effect. The 120Hz AMOLED display is silky smooth and vibrant.,26,2,17,0.8442,0.5813999999999999,3,,0.6908,0.5267,0.5267,,,,0.5,25,4.36,1.573333333333333,0.2773265656565656,0.08139999999999992,-0.08139999999999992,0.3544538461538461,13,,,0.39610666666666666,15,0.2946933333333333,0.2946933333333333,0.4696272727272727,11,0.05707272727272722,0.05707272727272722,0.04648636363636363,11,0.48021363636363634,0.48021363636363634,0.657,2,,,0.24678181818181819,11,,,-0.38781999999999994,5,,,True
rev_PROD-BETA-200_027,PROD-BETA-200,2025-02-12 13:00:00,1.0,"Terrible stuttering in the UI, feels slow and unoptimized. The charger gets alarmingly warm and the phone dies by afternoon.",27,2,20,-0.7964,-0.4878333333333333,3,-0.4019,,,-0.4019,,,-0.6597,-1.0,26,4.346153846153846,1.5153846153846144,0.5055460042735042,0.5121666666666667,-0.5121666666666667,0.3544538461538461,13,-0.7563538461538462,0.7563538461538462,0.41452500000000003,16,,,0.4743833333333333,12,,,0.08650416666666666,12,-0.48840416666666664,0.48840416666666664,0.657,2,,,0.24678181818181819,11,,,-0.38781999999999994,5,-0.27188,0.27188,True
rev_PROD-BETA-200_028,PROD-BETA-200,2025-02-12 23:00:00,4.0,"Portrait lens creates a gorgeous creamy bokeh effect. Outdoor brightness is incredible, easily readable in direct sunlight.",28,2,17,0.8658,0.6516,2,,0.6908,0.6124,,,,,0.5,27,4.222222222222222,1.8717948717948725,0.20714583333333333,0.15159999999999996,-0.15159999999999996,0.3004285714285714,14,,,0.41452500000000003,16,0.27627499999999994,0.27627499999999994,0.4743833333333333,12,0.13801666666666673,0.13801666666666673,0.04893461538461538,13,,,0.657,2,,,0.24678181818181819,11,,,-0.4331333333333333,6,,,True
rev_PROD-BETA-200_029,PROD-BETA-200,2025-02-14 10:00:00,2.0,The phone overheats during basic navigation and gaming drops fps. Display has an annoying green tint at low brightness levels. Worth every single penny spent on this purchase.,29,3,28,-0.0772,-0.023233333333333328,3,,,-0.296,0.0,,0.2263,,-0.5,28,4.214285714285714,1.8042328042328046,0.2834721445221445,0.47676666666666667,-0.47676666666666667,0.3004285714285714,14,,,0.4307764705882353,17,,,0.485,13,-0.7809999999999999,0.7809999999999999,0.04893461538461538,13,-0.04893461538461538,0.04893461538461538,0.657,2,,,0.24678181818181819,11,-0.020481818181818184,0.020481818181818184,-0.4331333333333333,6,,,True
rev_PROD-BETA-200_030,PROD-BETA-200,2025-02-16 06:00:00,5.0,"Excellent battery backup, 8 hours of screen-on-time easily. Unbelievable value for money at this price point. Fluid UI animations, the chipset stays completely cool.",30,3,24,0.9336,0.66942,5,0.7269,,0.7269,0.6997,,0.4939,0.6997,1.0,29,4.137931034482759,1.9088669950738912,0.5520152380952382,0.33058,0.33058,0.3004285714285714,14,0.4264714285714286,0.4264714285714286,0.4307764705882353,17,,,0.42921428571428566,14,0.29768571428571433,0.29768571428571433,0.04543928571428572,14,0.6542607142857143,0.6542607142857143,0.657,2,,,0.24507500000000002,12,0.248825,0.248825,-0.4331333333333333,6,1.1328333333333334,1.1328333333333334,True
