review_id,product_id,date,rating,text
rev_PROD-GAMMA-300_024,PROD-GAMMA-300,2025-02-13 01:00:00,3.0,"Fluid UI animations, the chipset stays completely cool. The charger gets alarmingly warm and the phone dies by afternoon."
rev_PROD-GAMMA-300_025,PROD-GAMMA-300,2025-02-14 23:00:00,2.0,Screen scratches way too easily and refresh rate drops to 60Hz randomly. Severe battery draining issue after the latest firmware patch. Video recording stutters and the autofocus hunts constantly.
rev_PROD-GAMMA-300_026,PROD-GAMMA-300,2025-02-15 10:00:00,2.0,"Excellent battery backup, 8 hours of screen-on-time easily. The shutter lag makes it impossible to capture moving kids or pets. Performance is blazing fast with zero lag during heavy gaming."
rev_PROD-GAMMA-300_027,PROD-GAMMA-300,2025-02-16 02:00:00,2.0,"Massively overpriced for what it offers. Charging is blazing fast with 65W, 0 to 80% in 25 minutes."
rev_PROD-GAMMA-300_028,PROD-GAMMA-300,2025-02-18 01:00:00,3.0,"Camera photos look washed out and blurry in low light. Battery drain is horrific, it loses 20% in an hour on standby."
rev_PROD-GAMMA-300_029,PROD-GAMMA-300,2025-02-18 11:00:00,3.0,"Fluid UI animations, the chipset stays completely cool. Poor value proposition compared to competing devices."
rev_PROD-GAMMA-300_030,PROD-GAMMA-300,2025-02-20 09:00:00,3.0,"Screen scratches way too easily and refresh rate drops to 60Hz randomly. Night mode is magical, crisp photos even in dim lighting. Snappy multitasking, apps stay open in RAM with no stutters."
rev_PROD-GAMMA-300_031,PROD-GAMMA-300,2025-02-20 19:00:00,2.0,"The phone overheats during basic navigation and gaming drops fps. Massively overpriced for what it offers. Excellent battery backup, 8 hours of screen-on-time easily."
rev_PROD-GAMMA-300_032,PROD-GAMMA-300,2025-02-22 06:00:00,2.0,The phone overheats during basic navigation and gaming drops fps. Camera photos look washed out and blurry in low light.
rev_PROD-GAMMA-300_033,PROD-GAMMA-300,2025-02-22 18:00:00,2.0,The charger gets alarmingly warm and the phone dies by afternoon. Portrait lens creates a gorgeous creamy bokeh effect. Massively overpriced for what it offers.
rev_PROD-GAMMA-300_034,PROD-GAMMA-300,2025-02-23 23:00:00,1.0,Performance is blazing fast with zero lag during heavy gaming. Worth every single penny spent on this purchase. The shutter lag makes it impossible to capture moving kids or pets.
rev_PROD-GAMMA-300_035,PROD-GAMMA-300,2025-02-25 16:00:00,1.0,"Bezels are razor-thin with beautiful HDR contrast. Affordable budget device with flagship-grade features. Terrible stuttering in the UI, feels slow and unoptimized."
rev_PROD-GAMMA-300_036,PROD-GAMMA-300,2025-02-26 20:00:00,1.0,"Performance is blazing fast with zero lag during heavy gaming. The shutter lag makes it impossible to capture moving kids or pets. Outdoor brightness is incredible, easily readable in direct sunlight."
rev_PROD-GAMMA-300_037,PROD-GAMMA-300,2025-02-28 20:00:00,2.0,The phone overheats during basic navigation and gaming drops fps. Display has an annoying green tint at low brightness levels.
rev_PROD-GAMMA-300_038,PROD-GAMMA-300,2025-03-02 09:00:00,3.0,The shutter lag makes it impossible to capture moving kids or pets. Unbelievable value for money at this price point.
rev_PROD-GAMMA-300_039,PROD-GAMMA-300,2025-03-04 01:00:00,3.0,The 120Hz AMOLED display is silky smooth and vibrant. Video recording stutters and the autofocus hunts constantly.
rev_PROD-GAMMA-300_040,PROD-GAMMA-300,2025-03-04 17:00:00,2.0,"The battery life is stellar, easily lasting two full days on a single charge. Fluid UI animations, the chipset stays completely cool. Video recording stutters and the autofocus hunts constantly."
rev_PROD-GAMMA-300_041,PROD-GAMMA-300,2025-03-05 13:00:00,2.0,"The 120Hz AMOLED display is silky smooth and vibrant. Terrible stuttering in the UI, feels slow and unoptimized."
rev_PROD-GAMMA-300_042,PROD-GAMMA-300,2025-03-07 00:00:00,2.0,"Fluid UI animations, the chipset stays completely cool. Cheap plastic feel does not justify this premium cost. The charger gets alarmingly warm and the phone dies by afternoon."
rev_PROD-GAMMA-300_043,PROD-GAMMA-300,2025-03-08 17:00:00,1.0,Massively overpriced for what it offers. Severe battery draining issue after the latest firmware patch.
rev_PROD-GAMMA-300_044,PROD-GAMMA-300,2025-03-10 02:00:00,3.0,The camera captures crisp details and punchy natural colors. The phone overheats during basic navigation and gaming drops fps.
rev_PROD-GAMMA-300_045,PROD-GAMMA-300,2025-03-11 07:00:00,3.0,"Noticeable lag when switching apps and intense thermal throttling. Battery drain is horrific, it loses 20% in an hour on standby."
rev_PROD-GAMMA-300_046,PROD-GAMMA-300,2025-03-13 06:00:00,2.0,"The shutter lag makes it impossible to capture moving kids or pets. Unbelievable value for money at this price point. Charging is blazing fast with 65W, 0 to 80% in 25 minutes."
rev_PROD-GAMMA-300_047,PROD-GAMMA-300,2025-03-15 03:00:00,3.0,"Battery drain is horrific, it loses 20% in an hour on standby. Poor value proposition compared to competing devices."
rev_PROD-GAMMA-300_048,PROD-GAMMA-300,2025-03-16 18:00:00,1.0,"Battery drain is horrific, it loses 20% in an hour on standby. Washed out colors and poor viewing angles. Affordable budget device with flagship-grade features."
rev_PROD-GAMMA-300_049,PROD-GAMMA-300,2025-03-17 07:00:00,2.0,"Massively overpriced for what it offers. Charging is blazing fast with 65W, 0 to 80% in 25 minutes. Washed out colors and poor viewing angles."
rev_PROD-GAMMA-300_050,PROD-GAMMA-300,2025-03-18 04:00:00,3.0,"The camera captures crisp details and punchy natural colors. Excellent battery backup, 8 hours of screen-on-time easily. Washed out colors and poor viewing angles."
rev_PROD-GAMMA-300_051,PROD-GAMMA-300,2025-03-18 11:00:00,2.0,"The phone overheats during basic navigation and gaming drops fps. Battery drain is horrific, it loses 20% in an hour on standby. Display has an annoying green tint at low brightness levels."
rev_PROD-GAMMA-300_052,PROD-GAMMA-300,2025-03-19 08:00:00,1.0,Cheap plastic feel does not justify this premium cost. Washed out colors and poor viewing angles.
rev_PROD-GAMMA-300_053,PROD-GAMMA-300,2025-03-20 19:00:00,1.0,"Night mode is magical, crisp photos even in dim lighting. Massively overpriced for what it offers. Battery drain is horrific, it loses 20% in an hour on standby."
rev_PROD-GAMMA-300_054,PROD-GAMMA-300,2025-03-21 21:00:00,3.0,Massively overpriced for what it offers. Performance is blazing fast with zero lag during heavy gaming. Display has an annoying green tint at low brightness levels.
rev_PROD-GAMMA-300_055,PROD-GAMMA-300,2025-03-23 00:00:00,2.0,"Excellent battery backup, 8 hours of screen-on-time easily. Screen scratches way too easily and refresh rate drops to 60Hz randomly. Camera photos look washed out and blurry in low light."
rev_PROD-GAMMA-300_056,PROD-GAMMA-300,2025-03-24 13:00:00,1.0,Unbelievable value for money at this price point. Display has an annoying green tint at low brightness levels. The charger gets alarmingly warm and the phone dies by afternoon.
rev_PROD-GAMMA-300_057,PROD-GAMMA-300,2025-03-25 00:00:00,3.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Cheap plastic feel does not justify this premium cost. Camera photos look washed out and blurry in low light."
rev_PROD-GAMMA-300_058,PROD-GAMMA-300,2025-03-26 04:00:00,1.0,"Outdoor brightness is incredible, easily readable in direct sunlight. Severe battery draining issue after the latest firmware patch. Performance is blazing fast with zero lag during heavy gaming."
rev_PROD-GAMMA-300_059,PROD-GAMMA-300,2025-03-28 00:00:00,3.0,Severe battery draining issue after the latest firmware patch. The shutter lag makes it impossible to capture moving kids or pets. Unbelievable value for money at this price point.
rev_PROD-GAMMA-300_060,PROD-GAMMA-300,2025-03-28 15:00:00,2.0,Bezels are razor-thin with beautiful HDR contrast. Cheap plastic feel does not justify this premium cost. Video recording stutters and the autofocus hunts constantly.
